DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,TYPE_ORGNS,RESEAU,SITE_WEB,COORD_X_LL84,COORD_Y_LL84,NO_TEL
,001500,Académie Antoine Manseau,Académie Antoine Manseau,"20, rue St-Charles Borromée S. C.P. 410",,61025,Joliette,V,J6E3Z9,Établissement d'enseignement privé,Privé,https://www.amanseau.qc.ca,-73.435399,46.026981,450 753-4271
,003500,L'Académie Beth Rivkah pour filles,L'Académie Beth Rivkah pour filles,"5001, rue Vézina ",,66023,Montréal,V,H3W1C2,Établissement d'enseignement privé,Privé,,-73.645685,45.494794,514 731-3681
,004500,Académie Chrétienne Rive Nord,Académie Chrétienne Rive Nord,"790, 18e Avenue",,65005,Laval,V,H7R4P3,Établissement d'enseignement privé,Privé,,-73.851856,45.558784,450 627-7070
,006500,Académie Francois-Labelle,Académie François-Labelle,"1227, rue Notre-Dame",,60013,Repentigny,V,J5Y3H2,Établissement d'enseignement privé,Privé,https://www.academiefrancoislabelle.qc.ca,-73.407859,45.778168,450 582-2020
,007500,Académie Ibn Sina,Académie Ibn Sina,"6500, 39e Avenue",,66023,Montréal,V,H1T2W8,Établissement d'enseignement privé,Privé,https://www.ibnsina.ca,-73.571898,45.572356,514 787-0065
,009500,Académie Kells,Académie Kells,"6865, boulevard De Maisonneuve Ouest",,66023,Montréal,V,H4B1T1,Établissement d'enseignement privé,Privé,https://www.kells.ca,-73.631285,45.459469,514 485-8565
,015500,Académie Kuper,Académie Kuper,"2, rue Aesop ",,66102,Kirkland,V,H9H5G5,Établissement d'enseignement privé,Privé,https://www.kuperacademy.ca,-73.838801,45.453169,514 426-3007
,016500,Académie Lafontaine,Académie Lafontaine inc.,"2171, boulevard Maurice",,75017,Saint-Jérôme,V,J7Y4M7,Établissement d'enseignement privé,Privé,https://www.academielafontaine.qc.ca,-74.007748,45.803638,450 431-3733
,017500,Collège Laurentien,Collège Laurentien,"1200, 14e Avenue",,78005,Val-Morin,M,J0T2R0,Établissement d'enseignement privé,Privé,https://www.collegelaurentien.ca,-74.19663,46.014743,819 322-2913
,019500,Académie Louis-Pasteur,Académie Louis-Pasteur,"7220, rue Marie-Victorin",,66023,Montréal,V,H1G2J5,Établissement d'enseignement privé,Privé,https://www.academielouispasteur.com,-73.603762,45.617824,514 322-6123
,024500,Académie Marie-Claire,Académie Marie-Claire,"18190, boulevard Elkas",,66102,Kirkland,V,H9J3Y4,Établissement d'enseignement privé,Privé,https://www.amcedu.ca,-73.8835,45.443188,514 697-9995
,025500,Académie Marie-Laurier,Académie Marie-Laurier,"1555, avenue Stravinski",,58007,Brossard,V,J4X2H5,Établissement d'enseignement privé,Privé,https://www.marielaurier.com,-73.492171,45.443764,450 923-2787
,026500,Académie Michèle-Provost,Académie Michèle-Provost,"1517, avenue Des Pins Ouest",,66023,Montréal,V,H3G1B3,Établissement d'enseignement privé,Privé,https://www.academiemicheleprovost.qc.ca,-73.586753,45.498457,514 934-0596
,027500,Académie Saint-Louis,Académie Saint-Louis,"1500, rue de la Rive-Boisée Sud",,23027,Québec,V,G2C2B3,Établissement d'enseignement privé,Privé,https://www.aslouis.qc.ca,-71.315336,46.829952,418 845-5121
,029500,Académie Ste-Thérèse,Académie Ste-Thérèse,"425, rue Blainville Est ",,73010,Sainte-Thérèse,V,J7E1N7,Établissement d'enseignement privé,Privé,https://www.academie.ste-therese.com,-73.816266,45.640189,450 434-1130
,030500,Académie Solomon Schechter,Académie Solomon Schechter,"5555, chemin de la Côte-Saint-Luc",,66023,Montréal,V,H3X2C9,Établissement d'enseignement privé,Privé,,-73.62858,45.478963,514 485-0866
,032500,Aviron Québec Collège Technique,Aviron Québec Collège Technique,"1275, rue De La Jonquière",,23027,Québec,V,G1N3X2,Établissement d'enseignement privé,Privé,https://www.avironquebec.com,-71.263717,46.805013,418 266-0804
,033500,Bishop's college school,Bishop's college school,"80, chemin Moulton Hill ",,43027,Sherbrooke,V,J1M1Z8,Établissement d'enseignement privé,Privé,https://www.bishopscollegeschool.com,-71.842024,45.371378,819 566-0227
,034500,Centre académique de Lanaudière,Centre académique de Lanaudière,"930, boulevard l'Assomption",,60013,Repentigny,V,J6A5H5,Établissement d'enseignement privé,Privé,https://www.lecadl.com,-73.448633,45.770131,450 654-5026
,035500,Centre académique Fournier inc.,Centre académique Fournier inc.,"5919, boulevard Henri-Bourassa Ouest",,66023,Montréal,V,H4R1B7,Établissement d'enseignement privé,Privé,https://www.academiefournier.qc.ca,-73.718233,45.516403,514 321-2642
,037500,Centre d'intégration scolaire inc.,Centre d'intégration scolaire inc.,"8844, rue Notre-Dame Est",,66023,Montréal,V,H1L3M4,Établissement d'enseignement privé,Privé,https://www.centereitegrationscolaire.ca,-73.51158,45.600679,514 374-8490
,041500,École trilingue Vision Varennes,École trilingue Vision Varennes,"104, boulevard de la Marine",,59020,Varennes,V,J3X1Z5,Établissement d'enseignement privé,Privé,https://varennes.ecolevision.com/,-73.43238,45.663688,450 652-6869
,044500,Centre François-Michelle,Centre François-Michelle,"9275, rue Clark",,66023,Montréal,V,H2N1S1,Établissement d'enseignement privé,Privé,https://www.francois-michelle.qc.ca,-73.650733,45.543538,514 381-4418
,046500,École Montessori de Chelsea,École Montessori de Chelsea,"490, route 105, bureau 105",,82025,Chelsea,M,J9B1L2,Établissement d'enseignement privé,Privé,https://www.montessorichelsea.ca,-75.782562,45.505857,819 827-2784
,048500,École Montessori de Montréal,École Montessori de Montréal,"1505, rue Serre",,66023,Montréal,V,H8N1N3,Établissement d'enseignement privé,Privé,https://ecolemontessorimontreal.com,-73.623926,45.432271,514 363-6603
,053500,École St-François,École St-François,"1000, rue du Joli-Bois",,23027,Québec,V,G1V3Z6,Établissement d'enseignement privé,Privé,https://www.cppq.qc.ca,-71.289555,46.774926,418 650-1171
,056500,Collège Beaubois,Collège Beaubois,"4901, rue du Collège-Beaubois",,66023,Montréal,V,H8Y3T4,Établissement d'enseignement privé,Privé,https://www.collegebeaubois.qc.ca,-73.779586,45.507745,514 684-7642
,057500,Collège Bourget,Collège Bourget,"65, rue Saint-Pierre",,71133,Rigaud,V,J0P1P0,Établissement d'enseignement privé,Privé,https://www.collegebourget.qc.ca,-74.308907,45.472709,450 451-0815
,058500,Collège Champagneur,Collège Champagneur,"3713, rue Queen",,62037,Rawdon,M,J0K1S0,Établissement d'enseignement privé,Privé,https://www.champagneur.qc.ca,-73.710722,46.043776,450 834-5401
,059500,Collège Charlemagne,Collège Charlemagne inc.,"5000, rue Pilon ",,66023,Montréal,V,H9K1G4,Établissement d'enseignement privé,Privé,https://www.collegecharlemagne.ca,-73.918271,45.459001,514 626-7060
,065500,Collège Charles-Lemoyne,Collège Charles-Lemoyne,"901, chemin Tiffin",,58227,Longueuil,V,J4P3G6,Établissement d'enseignement privé,Privé,https://monccl.com,-73.509856,45.514396,514 875-0505
,066500,Collège Clarétain de Victoriaville,Collège Clarétain de Victoriaville,"663, rue Gamache",,39062,Victoriaville,V,G6R0W3,Établissement d'enseignement privé,Privé,https://www.collegeclaretain.com,-71.969211,46.04184,819 752-4571
,069500,Collège de Champigny,Collège de Champigny,"1400, route de l'Aéroport",,23027,Québec,V,G2G1G6,Établissement d'enseignement privé,Privé,https://www.collegedechampigny.com,-71.361848,46.790865,418 872-0508
,074500,Coll. de L'Assomption,Collège de L'Assomption,"270, boulevard de l'Ange-Gardien",,60028,L'Assomption,V,J5W1R7,Établissement d'enseignement privé,Privé,https://www.classomption.qc.ca,-73.42229,45.828055,450 589-5621
,075500,Collège de l'Ouest de l'Île,Collège de l'Ouest de l'Île,"851, rue Tecumseh",,66142,Dollard-des-Ormeaux,V,H9B2L2,Établissement d'enseignement privé,Privé,https://www.wicmtl.ca,-73.81478,45.47881,514 683-4660
,076500,Collège de Lévis,Collège de Lévis,"9, rue Monseigneur-Gosselin",,25213,Lévis,V,G6V5K1,Établissement d'enseignement privé,Privé,https://www.collegedelevis.qc.ca,-71.180219,46.811736,418 833-1249
,077500,Coll. de Montréal,Collège de Montréal,"1931, rue Sherbrooke Ouest ",,66023,Montréal,V,H3H1E3,Établissement d'enseignement privé,Privé,https://www.college-montreal.qc.ca,-73.584507,45.495172,514 933-7397
,079500,Collège de Sainte-Anne-de-La-Pocatière,Collège de Sainte-Anne-de-La-Pocatière,"100, 4e Avenue ",,14082,La Pocatière,V,G0R1Z0,Établissement d'enseignement privé,Privé,https://www.leadercsa.com,-70.040932,47.366838,418 856-3012
,084500,Collège Supérieur de Montréal,Collège Supérieur de Montréal,"205, avenue Viger Ouest",,66023,Montréal,V,H2Z1G2,Établissement d'enseignement privé,Privé,https://www.collegecsm.com,-73.561382,45.505153,514 932-1122
,085500,Collège Jésus-Marie de Bellechasse,Collège Jésus-Marie de Bellechasse,"1, rue Saint-Georges",,19110,Saint-Michel-de-Bellechasse,M,G0R3S0,Établissement d'enseignement privé,Privé,https://www.cjmb.ca,-70.906142,46.876877,418 884-2360
,086500,Collège du Mont-Sainte-Anne,Collège du Mont-Sainte-Anne,"2100, chemin Sainte-Catherine ",,43027,Sherbrooke,V,J1N3V5,Établissement d'enseignement privé,Privé,https://www.collegemsa.com,-71.930903,45.371224,819 823-3003
,088500,Collège Durocher Saint-Lambert,Collège Durocher Saint-Lambert,"857, rue Riverside ",,58012,Saint-Lambert,V,J4P1C2,Établissement d'enseignement privé,Privé,https://www.cdsl.qc.ca,-73.517659,45.515674,450 671-5585
,089500,Collège Esther-Blondin,Collège Esther-Blondin,"101, rue Sainte-Anne ",,63013,Saint-Jacques,M,J0K2R0,Établissement d'enseignement privé,Privé,https://www.collegeblondin.qc.ca,-73.563303,45.957988,450 839-3672
,096500,Collège Français,Collège Français,"185, avenue Fairmount Ouest",,66023,Montréal,V,H2T2M6,Établissement d'enseignement privé,Privé,https://www.collegefrancais.ca,-73.597139,45.521911,514 495-2581
,097500,Collège Français,Collège Français,"1391, rue Beauregard ",,58227,Longueuil,V,J4K2M3,Établissement d'enseignement privé,Privé,https://www.collegefrancais.ca,-73.48786,45.508933,450 670-7391
,098500,Coll. François-Delaplace,Collège François-Delaplace,"365, rue Compton Est",,44080,Waterville,V,J0B3H0,Établissement d'enseignement privé,Privé,https://www.college-francois-delaplace.qc.ca/,-71.886893,45.277166,819 837-2882
,099500,Collège Héritage de Châteauguay,Collège Héritage de Châteauguay inc.,"270, boulevard d'Youville",,67050,Châteauguay,V,J6J4R6,Établissement d'enseignement privé,Privé,https://www.collegeheritage.ca,-73.753297,45.373978,450 692-5578
,106500,Collège Jean-de-Brébeuf,Collège Jean-De-Brébeuf,"3200, ch. Côte Ste-Catherine ",,66023,Montréal,V,H3T1C1,Établissement d'enseignement privé,Privé,https://www.brebeuf.qc.ca,-73.622802,45.501607,514 342-9342
,107500,Collège Jean de la Mennais,Collège Jean de la Mennais,"870, chemin de Saint-Jean",,67015,La Prairie,V,J5R2L5,Établissement d'enseignement privé,Privé,https://www.jdlm.qc.ca,-73.485187,45.411139,450 659-7657
,114500,Coll. Jean-Eudes,Collège Jean-Eudes,"3535, boul. Rosemont ",,66023,Montréal,V,H1X1K7,Établissement d'enseignement privé,Privé,https://www.cje.qc.ca,-73.579179,45.5554,514 376-5740
,115500,Collège Jésus-Marie de Sillery,Collège Jésus-Marie de Sillery,"2047, chemin Saint-Louis ",,23027,Québec,V,G1T1P3,Établissement d'enseignement privé,Privé,https://www.cjmds.qc.ca/,-71.250064,46.776411,418 687-9250
,116500,Collège Laval,Collège Laval,"1275, avenue du Collège",,65005,Laval,V,H7C1W8,Établissement d'enseignement privé,Privé,https://www.collegelaval.ca,-73.649032,45.61516,450 661-7714
,117500,Coll. intern. Marie de France,Collège international Marie de France,"4635, chemin Queen Mary ",,66023,Montréal,V,H3W1W3,Établissement d'enseignement privé,Privé,https://www.cimf.ca,-73.625119,45.49024,514 737-1177
,118500,Collège Marie-de-l'Incarnation,Collège Marie-de-l'Incarnation,"725, rue Hart",,37067,Trois-Rivières,V,G9A4R9,Établissement d'enseignement privé,Privé,https://www.cmitr.qc.ca,-72.537263,46.345454,819 379-3223
,119500,Mont Notre-Dame,Mont Notre-Dame,"114, rue de la Cathédrale ",,43027,Sherbrooke,V,J1H4M1,Établissement d'enseignement privé,Privé,https://www.lemont.ca,-71.891978,45.401564,819 563-4104
,123500,Collège Mont-Sacré-Coeur,Collège Mont-Sacré-Coeur,"210, rue Denison Est",,47017,Granby,V,J2H2R6,Établissement d'enseignement privé,Privé,https://www.college-msc.qc.ca/,-72.704614,45.391771,450 372-6882
,124500,Coll. Mont-Royal,Collège Mont-Royal,"2165, rue Baldwin ",,66023,Montréal,V,H1L5A7,Établissement d'enseignement privé,Privé,https://www.collegemont-royal.qc.ca,-73.515963,45.599059,514 351-7851
,125500,Collège Mont-Saint-Louis,Collège Mont-Saint-Louis,"1700, boulevard Henri-Bourassa Est",,66023,Montréal,V,H2C1J3,Établissement d'enseignement privé,Privé,https://www.msl.qc.ca,-73.658658,45.568702,514 382-1560
,126500,Collège Notre-Dame,Collège Notre-Dame,"3791, chemin Queen-Mary ",,66023,Montréal,V,H3V1A8,Établissement d'enseignement privé,Privé,https://www.collegenotredame.com,-73.622487,45.493273,514 739-3371
,127500,Collège Notre-Dame-de-l'Assomption,Collège Notre-Dame-de-l'Assomption,"225, rue Saint-Jean-Baptiste",,50072,Nicolet,V,J3T0A2,Établissement d'enseignement privé,Privé,https://www.cnda.qc.ca,-72.621336,46.228761,819 293-4500
,128500,Collège Notre-Dame-de-Lourdes,Collège Notre-Dame-de-Lourdes,"845, chemin Tiffin ",,58227,Longueuil,V,J4P3G5,Établissement d'enseignement privé,Privé,https://www.ndl.qc.ca,-73.512322,45.515206,450 670-4740
,136500,Collège Prep International,Collège Prep International,"7475, rue Sherbrooke Ouest ",,66023,Montréal,V,H4B1S3,Établissement d'enseignement privé,Privé,https://www.prepinternational.com,-73.642539,45.454276,514 489-7287
,138500,Collège Citoyen,Collège Citoyen,"4001, boulevard Sainte-Rose",,65005,Laval,V,H7R1W6,Établissement d'enseignement privé,Privé,https://www.collegecitoyen.ca,-73.832592,45.573607,450 254-2447
,139500,Collège Regina Assumpta,Collège Regina Assumpta,"1750, rue Sauriol Est ",,66023,Montréal,V,H2C1X4,Établissement d'enseignement privé,Privé,https://www.reginaassumpta.qc.ca,-73.650148,45.565291,514 382-4121
,144500,Collège Rivier,Collège Rivier,"343, rue Saint-Jacques Nord ",,44037,Coaticook,V,J1A2R2,Établissement d'enseignement privé,Privé,https://www.collegerivier.com,-71.796106,45.137954,819 849-4833
,145500,Collège Saint-Alexandre,Collège Saint-Alexandre de la Gatineau,"2425, rue Saint-Louis",,81017,Gatineau,V,J8V1E7,Établissement d'enseignement privé,Privé,https://st-alex.ca,-75.750598,45.493554,819 561-3812
,147500,Collège Saint-Bernard,Collège Saint-Bernard,"25, avenue des Frères",,49058,Drummondville,V,J2B6A2,Établissement d'enseignement privé,Privé,https://www.csb.qc.ca,-72.475887,45.882027,819 478-3330
,148500,Coll. Saint-Charles-Garnier,Collège Saint-Charles-Garnier,"1150, boul René Lévesque Ouest ",,23027,Québec,V,G1S1V7,Établissement d'enseignement privé,Privé,https://www.collegegarnier.qc.ca,-71.245564,46.795239,418 681-0107
,149500,Collège Saint-Hilaire,Collège Saint-Hilaire,"800, rue Rouillard",,57035,Mont-Saint-Hilaire,V,J3H0K4,Établissement d'enseignement privé,Privé,https://csh.qc.ca,-73.157673,45.568594,450 467-7001
,157500,Collège St-Jean-Vianney,Collège St-Jean-Vianney,"12630, boulevard Gouin Est",,66023,Montréal,V,H1C1B9,Établissement d'enseignement privé,Privé,https://www.csjv.ca,-73.519846,45.691768,514 648-3821
,158500,Coll. Saint-Maurice,Collège Saint-Maurice,"630, rue Girouard Ouest",,54048,Saint-Hyacinthe,V,J2S2Y3,Établissement d'enseignement privé,Privé,https://www.csm.qc.ca,-72.944396,45.631648,450 773-7478
,159500,Coll. Saint-Paul,Collège Saint-Paul,"235, rue Sainte-Anne ",,59020,Varennes,V,J3X1P9,Établissement d'enseignement privé,Privé,https://www.college-st-paul.qc.ca,-73.442095,45.684838,450 652-2941
,164500,Collège Sainte-Marcelline,Collège Sainte-Marcelline,"9155, boulevard Gouin Ouest",,66023,Montréal,V,H4K1C3,Établissement d'enseignement privé,Privé,https://college.marcelline.qc.ca,-73.746822,45.516628,514 334-9651
